Epoch	Train loss	Validation loss
29501	0.0025081802159547806	0.000834950536955148
29502	0.0017007773276418447	0.0007804595516063273
29503	0.0014732626732438803	0.0006690050358884037
29504	0.0030332833994179964	0.0006210514111444354
29505	0.001160500105470419	0.0007271628128364682
29506	0.0013066008687019348	0.0006858375272713602
29507	0.0018115697894245386	0.0006054353434592485
29508	0.0021856469102203846	0.0006934257689863443
29509	0.0012445286847651005	0.0007489800918847322
29510	0.0021772990003228188	0.0005771111464127898
29511	0.0015351463807746768	0.0004384019994176924
29512	0.001414730679243803	0.0004975756164640188
29513	0.0015188195975497365	0.0004660971462726593
29514	0.0013428854290395975	0.00037378183333203197
29515	0.0016469929832965136	0.0003773864300455898
29516	0.0011659936280921102	0.0004542399838101119
29517	0.0022036524023860693	0.00033263774821534753
29518	0.00111603073310107	0.000248695578193292
29519	0.001360422931611538	0.00027196668088436127
29520	0.0016982292290776968	0.0002990201464854181
29521	0.0008755719172768295	0.0003351772902533412
29522	0.0015266750706359744	0.0002659042947925627
29523	0.001139859901741147	0.0002640082675497979
29524	0.0008483224082738161	0.0002532550715841353
29525	0.001378056826069951	0.00026992548373527825
29526	0.0009666085243225098	0.00021013837249483913
29527	0.0008341433713212609	0.00021871972421649843
29528	0.0013065433595329523	0.0001643363357288763
29529	0.000888208276592195	0.0001513962633907795
29530	0.0011403572279959917	0.00014728882524650544
29531	0.001153141027316451	0.00016907542885746807
29532	0.0011352119036018848	0.00016008905367925763
29533	0.0008271391852758825	0.00016675548977218568
29534	0.0010511802975088358	0.00014478193770628422
29535	0.0012853393564000726	0.00016798876458778977
29536	0.0009189936681650579	0.00019259490363765508
29537	0.001220768317580223	0.0002067850437015295
29538	0.0010390633251518011	0.0001761679886840284
29539	0.00167093554046005	0.00021171267144382
29540	0.0009514046832919121	0.0002196451969211921
29541	0.0011516449740156531	0.00023302937916014344
29542	0.0016869076061993837	0.000269651209237054
29543	0.0007788509828969836	0.00023655433324165642
29544	0.0018583639757707715	0.00015660021745134145
29545	0.001645735464990139	0.00015945121413096786
29546	0.0016803013859316707	0.0002565999748185277
